instance,predictedAs
364,2.0
365,1.0
366,9.0
367,0.0
368,1.0
369,1.0
370,1.0
371,0.0
372,8.0
373,1.0
374,9.0
375,2.0
376,9.0
377,1.0
378,4.0
379,9.0
380,8.0
381,5.0
382,6.0
383,1.0
384,4.0
385,1.0
386,1.0
387,9.0
388,5.0
389,9.0
390,6.0
391,4.0
392,9.0
393,8.0
394,9.0
395,1.0
396,8.0
397,8.0
398,4.0
399,7.0
400,4.0
401,1.0
402,8.0
403,1.0
404,8.0
405,9.0
406,9.0
407,1.0
408,4.0
409,4.0
410,9.0
411,9.0
412,5.0
413,1.0
414,9.0
415,1.0
416,9.0
417,4.0
418,7.0
419,9.0
420,2.0
421,4.0
422,7.0
423,1.0
424,6.0
425,9.0
426,9.0
427,3.0
428,4.0
429,9.0
430,1.0
431,1.0
432,6.0
433,8.0
434,9.0
435,1.0
436,1.0
437,0.0
438,4.0
439,1.0
440,9.0
441,0.0
442,1.0
443,1.0
444,9.0
445,4.0
446,4.0
447,6.0
448,5.0
449,5.0
450,1.0
451,3.0
452,3.0
453,1.0
454,8.0
455,9.0
456,4.0
457,6.0
458,9.0
459,9.0
460,9.0
461,8.0
462,1.0
463,9.0
464,1.0
465,9.0
466,8.0
467,0.0
468,8.0
469,1.0
470,9.0
471,4.0
472,1.0
473,4.0
474,1.0
475,8.0
476,4.0
477,9.0
478,9.0
479,1.0
480,8.0
481,9.0
482,1.0
483,1.0
484,7.0
485,1.0
486,0.0
487,7.0
488,0.0
489,0.0
490,1.0
491,1.0
492,1.0
493,5.0
494,9.0
495,4.0
496,8.0
497,4.0
498,4.0
499,1.0
500,1.0
501,1.0
502,8.0
503,9.0
504,8.0
505,6.0
506,9.0
507,0.0
508,5.0
509,9.0
510,3.0
511,8.0
512,5.0
513,9.0
514,1.0
515,1.0
516,2.0
517,0.0
518,8.0
519,5.0
520,1.0
521,8.0
522,5.0
523,5.0
524,1.0
525,3.0
526,1.0
527,9.0
528,9.0
529,8.0
530,1.0
531,4.0
532,9.0
533,8.0
534,5.0
535,9.0
536,8.0
537,0.0
538,1.0
539,1.0
540,1.0
541,0.0
542,9.0
543,4.0
544,9.0
545,5.0
546,3.0
547,1.0
548,5.0
549,1.0
550,0.0
551,5.0
552,8.0
553,6.0
554,9.0
555,9.0
556,8.0
557,1.0
558,9.0
559,9.0
560,4.0
561,1.0
562,1.0
563,8.0
564,9.0
565,0.0
566,9.0
567,4.0
568,1.0
569,9.0
570,9.0
571,9.0
572,1.0
573,9.0
574,6.0
575,1.0
576,9.0
577,1.0
578,5.0
579,1.0
580,4.0
581,8.0
582,1.0
583,1.0
584,7.0
585,8.0
586,9.0
587,5.0
588,1.0
589,0.0
590,9.0
591,9.0
592,1.0
593,9.0
594,4.0
595,4.0
596,9.0
597,1.0
598,8.0
599,4.0
600,8.0
601,9.0
602,1.0
603,9.0
604,4.0
605,5.0
606,8.0
607,1.0
608,9.0
609,9.0
610,5.0
611,1.0
612,9.0
613,5.0
614,1.0
615,9.0
616,8.0
617,1.0
618,9.0
619,9.0
620,9.0
621,8.0
622,9.0
623,9.0
624,5.0
625,8.0
626,8.0
627,9.0
628,5.0
629,0.0
630,0.0
631,1.0
632,8.0
633,8.0
634,7.0
635,3.0
636,1.0
637,1.0
638,1.0
639,3.0
640,8.0
641,4.0
642,5.0
643,1.0
644,0.0
645,9.0
646,8.0
647,0.0
648,9.0
649,3.0
650,1.0
651,8.0
652,9.0
653,9.0
654,1.0
655,4.0
656,2.0
657,4.0
658,7.0
659,2.0
660,9.0
661,9.0
662,0.0
663,9.0
664,5.0
665,1.0
666,6.0
667,9.0
668,9.0
669,1.0
670,1.0
671,1.0
672,5.0
673,4.0
674,6.0
675,9.0
676,5.0
677,9.0
678,0.0
679,0.0
680,8.0
681,0.0
682,0.0
683,1.0
684,1.0
685,1.0
686,9.0
687,2.0
688,1.0
689,5.0
690,9.0
691,3.0
692,0.0
693,9.0
694,5.0
695,9.0
696,6.0
697,5.0
698,4.0
699,9.0
700,9.0
701,9.0
702,5.0
703,9.0
704,5.0
705,1.0
706,7.0
707,5.0
708,1.0
709,9.0
710,1.0
711,9.0
712,5.0
713,9.0
714,1.0
715,9.0
716,8.0
717,5.0
718,8.0
719,5.0
720,9.0
721,2.0
722,1.0
723,5.0
724,8.0
725,0.0
726,1.0
727,1.0
728,0.0
729,5.0
730,9.0
731,8.0
732,1.0
733,5.0
734,9.0
735,5.0
736,9.0
737,0.0
738,5.0
739,1.0
740,1.0
741,0.0
742,6.0
743,9.0
744,9.0
745,8.0
746,1.0
747,8.0
748,1.0
749,9.0
750,0.0
751,0.0
752,4.0
753,8.0
754,1.0
755,4.0
756,0.0
757,9.0
758,1.0
759,1.0
760,1.0
761,1.0
762,1.0
763,1.0
764,8.0
765,0.0
766,5.0
767,9.0
768,3.0
769,8.0
770,1.0
771,6.0
772,9.0
773,1.0
774,5.0
775,5.0
776,9.0
777,8.0
778,5.0
779,8.0
780,5.0
781,0.0
782,8.0
783,4.0
784,7.0
785,8.0
786,9.0
787,0.0
788,1.0
789,2.0
790,0.0
791,8.0
792,0.0
793,1.0
794,8.0
795,1.0
796,9.0
797,4.0
798,9.0
799,1.0
800,1.0
801,1.0
802,1.0
803,1.0
804,5.0
805,5.0
806,4.0
807,4.0
808,9.0
809,8.0
810,1.0
811,1.0
812,1.0
813,9.0
814,1.0
815,5.0
816,4.0
817,3.0
818,4.0
819,0.0
820,8.0
821,4.0
822,1.0
823,6.0
824,9.0
825,2.0
826,5.0
827,8.0
828,9.0
829,9.0
830,8.0
831,1.0
832,8.0
833,9.0
834,3.0
835,1.0
836,1.0
837,9.0
838,8.0
839,9.0
840,9.0
841,1.0
842,0.0
843,4.0
844,1.0
845,8.0
846,8.0
847,8.0
848,1.0
849,1.0
850,4.0
851,8.0
852,5.0
853,9.0
854,1.0
855,8.0
856,9.0
857,6.0
858,5.0
859,8.0
860,4.0
861,1.0
862,9.0
863,9.0
864,9.0
865,5.0
866,0.0
867,8.0
868,8.0
869,0.0
870,9.0
871,1.0
872,1.0
873,3.0
874,0.0
875,0.0
876,5.0
877,5.0
878,5.0
879,0.0
880,9.0
881,4.0
882,2.0
883,9.0
884,9.0
885,5.0
886,5.0
887,1.0
888,1.0
889,9.0
890,5.0
891,0.0
892,1.0
893,9.0
894,1.0
895,9.0
896,9.0
897,9.0
898,9.0
899,8.0
900,1.0
901,1.0
902,9.0
903,0.0
904,4.0
905,9.0
906,9.0
907,0.0
908,7.0
909,5.0
910,4.0
911,9.0
912,0.0
913,8.0
914,9.0
915,0.0
916,9.0
917,1.0
918,9.0
919,9.0
920,8.0
921,1.0
922,8.0
923,2.0
924,9.0
925,5.0
926,8.0
927,3.0
928,8.0
929,1.0
930,9.0
931,9.0
932,8.0
933,5.0
934,8.0
935,9.0
936,1.0
937,3.0
938,1.0
939,1.0
940,4.0
941,5.0
942,1.0
943,9.0
944,1.0
945,4.0
946,3.0
947,5.0
948,9.0
949,1.0
950,1.0
951,9.0
952,9.0
953,9.0
954,3.0
955,6.0
956,8.0
957,4.0
958,5.0
959,4.0
960,1.0
961,1.0
962,1.0
963,1.0
964,9.0
965,9.0
966,5.0
967,3.0
968,9.0
969,8.0
970,9.0
971,1.0
972,1.0
973,0.0
974,5.0
975,9.0
976,7.0
977,4.0
978,0.0
979,1.0
980,2.0
981,8.0
982,9.0
983,9.0
984,0.0
985,6.0
986,0.0
987,8.0
988,9.0
989,0.0
990,9.0
991,6.0
992,9.0
993,5.0
994,5.0
995,3.0
996,9.0
997,9.0
998,9.0
999,9.0
1000,8.0
1001,3.0
1002,9.0
1003,4.0
1004,0.0
1005,9.0
1006,5.0
1007,1.0
1008,1.0
1009,9.0
1010,5.0
1011,4.0
1012,1.0
1013,9.0
1014,6.0
1015,1.0
1016,0.0
1017,6.0
1018,9.0
1019,0.0
1020,1.0
1021,4.0
1022,1.0
1023,4.0
1024,1.0
1025,1.0
1026,9.0
1027,1.0
1028,4.0
1029,8.0
1030,8.0
1031,4.0
1032,6.0
1033,1.0
1034,1.0
1035,7.0
1036,1.0
1037,8.0
1038,8.0
1039,4.0
1040,2.0
1041,1.0
1042,1.0
1043,0.0
1044,9.0
1045,4.0
1046,1.0
1047,8.0
1048,0.0
1049,1.0
1050,5.0
1051,5.0
1052,1.0
1053,9.0
1054,7.0
1055,1.0
1056,5.0
1057,0.0
1058,1.0
1059,1.0
1060,0.0
1061,6.0
1062,9.0
1063,9.0
1064,7.0
1065,1.0
1066,1.0
1067,4.0
1068,4.0
1069,4.0
1070,1.0
1071,0.0
1072,5.0
1073,0.0
1074,1.0
1075,9.0
1076,7.0
1077,9.0
1078,1.0
1079,4.0
1080,0.0
1081,9.0
1082,1.0
1083,4.0
1084,9.0
1085,4.0
1086,4.0
1087,9.0
1088,1.0
1089,9.0
1090,7.0
1091,6.0
1092,9.0
1093,0.0
1094,8.0
1095,4.0
1096,9.0
1097,4.0
1098,5.0
1099,2.0
1100,9.0
1101,1.0
1102,9.0
1103,5.0
1104,5.0
1105,6.0
1106,0.0
1107,7.0
1108,9.0
1109,1.0
1110,3.0
1111,8.0
1112,9.0
1113,9.0
1114,4.0
1115,1.0
1116,5.0
1117,0.0
1118,0.0
1119,5.0
1120,1.0
1121,5.0
1122,0.0
1123,9.0
1124,9.0
1125,1.0
1126,8.0
1127,9.0
1128,8.0
1129,9.0
1130,1.0
1131,0.0
1132,9.0
1133,9.0
1134,1.0
1135,1.0
1136,1.0
1137,5.0
1138,1.0
1139,8.0
1140,7.0
1141,9.0
1142,9.0
1143,9.0
1144,1.0
1145,1.0
1146,8.0
1147,1.0
1148,1.0
1149,1.0
1150,1.0
1151,5.0
1152,3.0
1153,1.0
1154,1.0
1155,8.0
1156,5.0
1157,1.0
1158,4.0
1159,9.0
1160,3.0
1161,9.0
1162,4.0
1163,1.0
1164,9.0
1165,8.0
1166,4.0
1167,9.0
1168,5.0
1169,4.0
1170,1.0
1171,6.0
1172,7.0
1173,9.0
1174,0.0
1175,0.0
1176,9.0
1177,0.0
1178,1.0
1179,1.0
1180,9.0
1181,0.0
1182,1.0
1183,9.0
1184,8.0
1185,9.0
1186,9.0
1187,9.0
1188,8.0
1189,0.0
1190,1.0
1191,3.0
1192,1.0
1193,1.0
1194,1.0
1195,1.0
1196,9.0
1197,9.0
1198,9.0
1199,1.0
1200,1.0
1201,1.0
1202,1.0
1203,8.0
1204,5.0
1205,4.0
1206,9.0
1207,1.0
1208,1.0
1209,9.0
1210,8.0
1211,9.0
1212,2.0
1213,1.0
1214,1.0
1215,8.0
1216,9.0
1217,1.0
1218,1.0
1219,9.0
1220,1.0
1221,4.0
1222,8.0
1223,9.0
1224,4.0
1225,0.0
1226,9.0
1227,9.0
1228,4.0
1229,5.0
1230,1.0
1231,8.0
1232,1.0
1233,1.0
1234,0.0
1235,1.0
1236,0.0
1237,1.0
1238,0.0
1239,9.0
1240,4.0
1241,8.0
1242,8.0
1243,4.0
1244,9.0
1245,1.0
1246,2.0
1247,9.0
1248,1.0
1249,8.0
1250,4.0
1251,5.0
1252,8.0
1253,9.0
1254,9.0
1255,1.0
1256,5.0
1257,0.0
1258,1.0
1259,1.0
1260,1.0
1261,5.0
1262,9.0
1263,4.0
1264,8.0
1265,9.0
1266,0.0
1267,5.0
1268,6.0
1269,9.0
1270,6.0
1271,5.0
1272,1.0
1273,1.0
1274,9.0
1275,9.0
1276,1.0
1277,1.0
1278,9.0
1279,9.0
1280,7.0
1281,1.0
1282,1.0
1283,1.0
1284,5.0
1285,5.0
1286,1.0
1287,6.0
1288,9.0
1289,9.0
1290,4.0
1291,1.0
1292,7.0
1293,1.0
1294,1.0
1295,9.0
1296,5.0
1297,1.0
1298,1.0
1299,6.0
1300,9.0
1301,0.0
1302,8.0
1303,1.0
1304,5.0
1305,9.0
1306,9.0
1307,6.0
1308,0.0
1309,0.0
1310,9.0
1311,1.0
1312,1.0
1313,2.0
1314,1.0
1315,0.0
1316,1.0
1317,9.0
1318,0.0
1319,9.0
1320,8.0
1321,6.0
1322,1.0
1323,4.0
1324,1.0
1325,9.0
1326,0.0
1327,0.0
1328,1.0
1329,6.0
1330,4.0
1331,8.0
1332,4.0
1333,1.0
1334,8.0
1335,7.0
1336,1.0
1337,1.0
1338,9.0
1339,0.0
1340,9.0
1341,8.0
1342,8.0
1343,1.0
1344,9.0
1345,1.0
1346,0.0
1347,9.0
1348,8.0
1349,5.0
1350,3.0
1351,9.0
1352,8.0
1353,9.0
1354,1.0
1355,9.0
1356,9.0
1357,9.0
1358,9.0
1359,5.0
1360,4.0
1361,5.0
1362,1.0
1363,1.0
1364,1.0
1365,9.0
1366,8.0
1367,1.0
1368,5.0
1369,9.0
1370,5.0
1371,9.0
1372,9.0
1373,9.0
1374,5.0
1375,5.0
1376,9.0
1377,0.0
1378,1.0
1379,1.0
1380,5.0
1381,6.0
1382,8.0
1383,9.0
1384,5.0
1385,1.0
1386,4.0
1387,1.0
1388,4.0
1389,1.0
1390,9.0
1391,5.0
1392,1.0
1393,1.0
1394,5.0
1395,1.0
1396,5.0
1397,1.0
1398,9.0
1399,5.0
1400,0.0
1401,5.0
1402,1.0
1403,9.0
1404,9.0
1405,3.0
1406,5.0
1407,8.0
1408,2.0
1409,9.0
1410,1.0
1411,8.0
1412,9.0
1413,1.0
1414,8.0
1415,5.0
1416,4.0
1417,5.0
1418,5.0
1419,9.0
1420,1.0
1421,4.0
1422,9.0
1423,5.0
1424,1.0
1425,4.0
1426,1.0
1427,4.0
1428,9.0
1429,1.0
1430,1.0
1431,0.0
1432,7.0
1433,9.0
1434,1.0
1435,4.0
1436,9.0
1437,7.0
1438,1.0
1439,0.0
1440,3.0
1441,7.0
1442,9.0
1443,7.0
1444,9.0
1445,1.0
1446,1.0
1447,8.0
1448,3.0
1449,1.0
1450,1.0
1451,1.0
1452,1.0
1453,9.0
1454,1.0
1455,9.0
1456,5.0
1457,1.0
1458,0.0
1459,1.0
1460,1.0
1461,9.0
1462,1.0
1463,8.0
1464,9.0
1465,1.0
1466,8.0
1467,8.0
1468,8.0
1469,5.0
1470,5.0
1471,3.0
1472,5.0
1473,0.0
1474,1.0
1475,9.0
1476,6.0
1477,9.0
1478,8.0
1479,9.0
1480,9.0
1481,5.0
1482,2.0
1483,8.0
1484,9.0
1485,1.0
1486,1.0
1487,1.0
1488,9.0
1489,8.0
1490,8.0
1491,9.0
1492,4.0
1493,7.0
1494,1.0
1495,9.0
1496,8.0
1497,4.0
1498,1.0
1499,9.0
1500,1.0
1501,8.0
1502,2.0
1503,6.0
1504,4.0
1505,9.0
1506,1.0
1507,8.0
1508,8.0
1509,1.0
1510,1.0
1511,1.0
1512,1.0
1513,9.0
1514,0.0
1515,9.0
1516,1.0
1517,8.0
1518,1.0
1519,1.0
1520,4.0
1521,1.0
1522,7.0
1523,5.0
1524,9.0
1525,7.0
1526,4.0
1527,4.0
1528,9.0
1529,9.0
1530,9.0
1531,1.0
1532,7.0
1533,4.0
1534,9.0
1535,5.0
1536,9.0
1537,9.0
1538,9.0
1539,4.0
1540,3.0
1541,9.0
1542,8.0
1543,4.0
1544,7.0
1545,9.0
1546,5.0
1547,3.0
1548,9.0
1549,5.0
1550,9.0
1551,1.0
1552,5.0
1553,9.0
1554,1.0
1555,5.0
1556,1.0
1557,8.0
1558,1.0
1559,9.0
1560,1.0
1561,1.0
1562,1.0
1563,1.0
1564,4.0
1565,3.0
1566,1.0
1567,1.0
1568,9.0
1569,4.0
1570,9.0
1571,1.0
1572,8.0
1573,1.0
1574,7.0
1575,0.0
1576,0.0
1577,0.0
1578,9.0
1579,8.0
1580,1.0
1581,9.0
1582,0.0
1583,9.0
1584,8.0
1585,0.0
1586,4.0
1587,3.0
1588,9.0
1589,9.0
1590,1.0
1591,9.0
1592,9.0
1593,9.0
1594,9.0
1595,9.0
1596,9.0
1597,0.0
1598,1.0
1599,9.0
1600,0.0
1601,8.0
1602,1.0
1603,1.0
1604,6.0
1605,1.0
1606,5.0
1607,3.0
1608,9.0
1609,9.0
1610,4.0
1611,9.0
1612,8.0
1613,4.0
1614,0.0
1615,5.0
1616,9.0
1617,1.0
1618,5.0
1619,4.0
1620,8.0
1621,4.0
1622,9.0
1623,1.0
1624,4.0
1625,9.0
1626,9.0
1627,9.0
1628,8.0
1629,9.0
1630,9.0
1631,9.0
1632,4.0
1633,9.0
1634,0.0
1635,1.0
1636,9.0
1637,9.0
1638,1.0
1639,4.0
1640,0.0
1641,9.0
1642,9.0
1643,9.0
1644,9.0
1645,1.0
1646,1.0
1647,1.0
1648,1.0
1649,9.0
1650,9.0
1651,4.0
1652,5.0
1653,4.0
1654,9.0
1655,4.0
1656,1.0
1657,4.0
1658,1.0
1659,7.0
1660,9.0
1661,8.0
1662,9.0
1663,9.0
1664,9.0
1665,9.0
1666,9.0
1667,5.0
1668,5.0
1669,9.0
1670,1.0
1671,3.0
1672,8.0
1673,0.0
1674,9.0
1675,9.0
1676,1.0
1677,8.0
1678,0.0
1679,1.0
1680,1.0
1681,1.0
1682,1.0
1683,4.0
1684,9.0
1685,8.0
1686,9.0
1687,0.0
1688,5.0
1689,9.0
1690,4.0
1691,9.0
1692,6.0
1693,2.0
1694,5.0
1695,9.0
1696,1.0
1697,9.0
1698,9.0
1699,1.0
1700,4.0
1701,1.0
1702,1.0
1703,2.0
1704,9.0
1705,6.0
1706,9.0
1707,3.0
1708,0.0
1709,1.0
1710,4.0
1711,1.0
1712,1.0
1713,1.0
1714,1.0
1715,9.0
1716,2.0
1717,1.0
1718,9.0
1719,1.0
1720,5.0
1721,8.0
1722,5.0
1723,5.0
1724,9.0
1725,7.0
1726,5.0
1727,8.0
1728,4.0
1729,9.0
1730,0.0
1731,4.0
1732,7.0
1733,8.0
1734,9.0
1735,9.0
1736,9.0
1737,9.0
1738,8.0
1739,5.0
1740,1.0
1741,9.0
1742,6.0
1743,0.0
1744,0.0
1745,9.0
1746,0.0
1747,0.0
1748,7.0
1749,9.0
1750,1.0
1751,9.0
1752,9.0
1753,0.0
1754,7.0
1755,5.0
1756,1.0
1757,0.0
1758,1.0
1759,1.0
1760,4.0
1761,5.0
1762,4.0
1763,9.0
1764,6.0
1765,3.0
1766,9.0
1767,5.0
1768,9.0
1769,9.0
1770,5.0
1771,8.0
1772,8.0
1773,9.0
1774,5.0
1775,1.0
1776,1.0
1777,9.0
1778,9.0
1779,6.0
1780,0.0
1781,1.0
1782,1.0
1783,3.0
1784,0.0
1785,0.0
1786,4.0
1787,0.0
1788,0.0
1789,8.0
1790,9.0
1791,8.0
1792,4.0
1793,1.0
1794,4.0
1795,1.0
1796,9.0
1797,5.0
1798,0.0
1799,7.0
1800,5.0
1801,4.0
1802,5.0
1803,4.0
1804,1.0
1805,0.0
1806,1.0
1807,9.0
1808,9.0
1809,5.0
1810,1.0
1811,9.0
1812,5.0
1813,8.0
1814,4.0
1815,1.0
1816,4.0
1817,9.0
1818,8.0
1819,4.0
1820,4.0
1821,1.0
1822,8.0
1823,4.0
1824,4.0
1825,1.0
1826,3.0
1827,1.0
1828,8.0
1829,1.0
1830,9.0
1831,1.0
1832,4.0
1833,1.0
1834,1.0
1835,9.0
1836,9.0
1837,0.0
1838,9.0
1839,8.0
1840,5.0
1841,1.0
1842,7.0
1843,9.0
1844,9.0
1845,9.0
1846,9.0
1847,0.0
1848,3.0
1849,1.0
1850,9.0
1851,5.0
1852,1.0
1853,2.0
1854,5.0
1855,1.0
1856,1.0
1857,4.0
1858,1.0
1859,1.0
1860,9.0
1861,1.0
1862,9.0
1863,9.0
1864,9.0
1865,9.0
1866,4.0
1867,6.0
1868,5.0
1869,7.0
1870,5.0
1871,1.0
1872,9.0
1873,1.0
1874,5.0
1875,4.0
1876,9.0
1877,3.0
1878,5.0
1879,0.0
1880,4.0
1881,0.0
1882,0.0
1883,4.0
1884,6.0
1885,9.0
1886,8.0
1887,1.0
1888,4.0
1889,8.0
1890,5.0
1891,9.0
1892,4.0
1893,8.0
1894,1.0
1895,1.0
1896,4.0
1897,1.0
1898,1.0
1899,9.0
1900,4.0
1901,3.0
1902,9.0
1903,0.0
1904,4.0
1905,9.0
1906,9.0
1907,4.0
1908,2.0
1909,1.0
1910,1.0
1911,9.0
1912,7.0
1913,0.0
1914,8.0
1915,0.0
1916,8.0
1917,1.0
1918,2.0
1919,1.0
1920,9.0
1921,1.0
1922,9.0
1923,4.0
1924,9.0
1925,4.0
1926,1.0
1927,0.0
1928,1.0
1929,7.0
1930,9.0
1931,9.0
1932,9.0
1933,1.0
1934,1.0
1935,9.0
1936,8.0
1937,1.0
1938,9.0
1939,1.0
1940,9.0
1941,4.0
1942,4.0
1943,9.0
1944,9.0
1945,9.0
1946,1.0
1947,3.0
1948,8.0
1949,9.0
1950,1.0
1951,4.0
1952,1.0
1953,9.0
1954,1.0
1955,9.0
1956,8.0
1957,9.0
1958,5.0
1959,1.0
1960,0.0
1961,7.0
1962,0.0
1963,2.0
1964,4.0
1965,3.0
1966,9.0
1967,3.0
1968,9.0
1969,1.0
1970,0.0
1971,4.0
1972,0.0
1973,1.0
1974,1.0
1975,2.0
1976,0.0
1977,1.0
1978,9.0
1979,8.0
1980,0.0
1981,0.0
1982,4.0
1983,1.0
1984,8.0
1985,9.0
1986,1.0
1987,5.0
1988,4.0
1989,9.0
1990,0.0
1991,8.0
1992,1.0
1993,4.0
1994,9.0
1995,1.0
1996,0.0
1997,1.0
1998,2.0
1999,9.0
2000,0.0
